net,length_um
dp.dm.mem\[109\]\[2\],151.675µm
dp.dm.mem\[70\]\[4\],151.675µm
net2635,151.66µm
dp.dm.mem\[75\]\[5\],151.62µm
dp.dm.mem\[17\]\[6\],151.605µm
net2479,151.56µm
dp.dm.mem\[51\]\[4\],151.485µm
dp.dm.mem\[126\]\[6\],151.39µm
dp.dm.mem\[41\]\[2\],151.175µm
net2151,151.12µm
_08874_,151.08µm
dp.dm.mem\[25\]\[4\],151.08µm
net2281,150.92µm
_09272_,150.8µm
net2071,150.48µm
net2390,150.46µm
dp.dm.mem\[93\]\[2\],150.4µm
net351,150.4µm
_06835_,150.22µm
net2718,150.14µm
net2175,150.12µm
net2350,149.98µm
net2365,149.94µm
dp.dm.mem\[16\]\[7\],149.93µm
dp.dm.mem\[25\]\[0\],149.9µm
net703,149.9µm
net1061,149.87µm
net2538,149.82µm
net1982,149.77µm
net1871,149.695µm
dp.dm.mem\[3\]\[5\],149.555µm
_09943_,149.52µm
net862,149.52µm
net1934,149.52µm
dp.dm.mem\[36\]\[7\],149.46µm
net2747,149.46µm
net2455,149.43µm
net2305,149.4µm
_06984_,149.3µm
net1905,149.28µm
net1376,149.22µm
net2394,149.22µm
net2289,149.14µm
dp.dm.mem\[87\]\[2\],149.125µm
_08559_,149.1µm
net1244,148.9µm
net1808,148.81µm
dp.dm.mem\[114\]\[6\],148.8µm
net2413,148.8µm
net2321,148.76µm
dp.dm.mem\[101\]\[1\],148.755µm
net535,148.72µm
dp.dm.mem\[103\]\[2\],148.66µm
net1971,148.64µm
_08558_,148.62µm
net2473,148.6µm
dp.dm.mem\[35\]\[1\],148.475µm
net2379,148.4µm
_09513_,148.38µm
dp.dm.mem\[28\]\[2\],148.365µm
dp.dm.mem\[38\]\[0\],147.965µm
dp.dm.mem\[10\]\[5\],147.725µm
_09463_,147.7µm
dp.dm.mem\[102\]\[3\],147.475µm
net2733,147.44µm
_08019_,147.42µm
net2193,147.32µm
net2280,147.3µm
net2369,147.27µm
_08392_,147.24µm
_08020_,147.2µm
dp.dm.mem\[93\]\[5\],147.175µm
dp.dm.mem\[62\]\[7\],147.17µm
net2688,147.12µm
net60,147.1µm
net720,147.04µm
net2094,146.94µm
net2818,146.91µm
_08378_,146.9µm
dp.dm.mem\[13\]\[5\],146.89µm
net2171,146.88µm
net1781,146.835µm
dp.dm.mem\[52\]\[6\],146.76µm
net1713,146.75µm
net1727,146.64µm
dp.dm.mem\[88\]\[6\],146.63µm
_08205_,146.58µm
net2773,146.38µm
net2457,146.35µm
net1005,146.345µm
net767,146.34µm
dp.dm.mem\[5\]\[3\],146.32µm
net2822,146.32µm
net536,146.18µm
dp.dm.mem\[39\]\[3\],146.085µm
net1498,146.085µm
net2210,146.02µm
net1085,145.98µm
net1419,145.98µm
dp.dm.mem\[43\]\[3\],145.93µm
net341,145.86µm
dp.dm.mem\[46\]\[7\],145.82µm
dp.dm.mem\[44\]\[0\],145.8µm
net1197,145.785µm
dp.dm.mem\[76\]\[6\],145.745µm
net72,145.72µm
net2346,145.59µm
net2286,145.585µm
net1806,145.52µm
net2481,145.5µm
dp.dm.mem\[76\]\[1\],145.44µm
net2133,145.42µm
dp.dm.mem\[69\]\[2\],145.38µm
net2399,145.38µm
dp.dm.mem\[114\]\[1\],145.355µm
net2416,145.32µm
dp.dm.mem\[109\]\[0\],145.2µm
dp.dm.mem\[15\]\[7\],145.11µm
_07090_,145.09µm
net1869,145.05µm
dp.dm.mem\[20\]\[5\],145.01µm
dp.dm.mem\[19\]\[6\],144.965µm
net1874,144.96µm
dp.dm.mem\[77\]\[5\],144.92µm
dp.dm.mem\[123\]\[3\],144.8µm
dp.dm.mem\[125\]\[6\],144.78µm
dp.dm.mem\[122\]\[4\],144.68µm
dp.dm.mem\[124\]\[0\],144.62µm
dp.dm.mem\[99\]\[5\],144.575µm
net2396,144.5µm
net145,144.4µm
net2041,144.34µm
dp.dm.mem\[10\]\[6\],144.33µm
dp.dm.mem\[99\]\[0\],144.31µm
net1782,144.3µm
net2830,144.08µm
net2709,144.035µm
dp.dm.mem\[77\]\[6\],144µm
net1856,143.97µm
dp.dm.mem\[65\]\[2\],143.96µm
dp.dm.mem\[18\]\[0\],143.91µm
dp.dm.mem\[119\]\[5\],143.76µm
dp.dm.mem\[104\]\[4\],143.625µm
net1536,143.615µm
net1767,143.615µm
_08316_,143.58µm
net475,143.56µm
dp.dm.mem\[58\]\[6\],143.37µm
net2536,143.34µm
net2076,143.3µm
dp.dm.mem\[30\]\[2\],143.28µm
net2547,143.28µm
dp.dm.mem\[0\]\[7\],143.25µm
dp.dm.mem\[28\]\[3\],143.195µm
_07126_,143.16µm
net2431,143.1µm
_10042_,143.06µm
dp.dm.mem\[27\]\[5\],143.025µm
net2391,143.02µm
net2532,142.99µm
net1446,142.965µm
dp.dm.mem\[127\]\[1\],142.955µm
dp.dm.mem\[94\]\[2\],142.93µm
dp.dm.mem\[121\]\[6\],142.9µm
net2110,142.9µm
net614,142.85µm
net643,142.82µm
_07802_,142.8µm
dp.dm.mem\[5\]\[2\],142.8µm
net2622,142.78µm
net584,142.76µm
net1949,142.69µm
net1654,142.57µm
dp.dm.mem\[109\]\[3\],142.46µm
net1854,142.4µm
net2571,142.4µm
net2838,142.38µm
net451,142.28µm
net2557,142.16µm
net2417,142.06µm
_07012_,142.04µm
net2074,142.04µm
net1420,141.87µm
net2682,141.8µm
net2340,141.685µm
net184,141.66µm
_06839_,141.645µm
dp.dm.mem\[24\]\[1\],141.61µm
dp.dm.mem\[7\]\[7\],141.505µm
net1957,141.34µm
net300,141.06µm
_07632_,141.02µm
dp.dm.mem\[30\]\[4\],141µm
net2454,140.64µm
dp.dm.mem\[7\]\[0\],140.6µm
dp.dm.mem\[102\]\[6\],140.57µm
dp.dm.mem\[66\]\[0\],140.36µm
_08952_,140.32µm
net983,140.26µm
dp.dm.mem\[124\]\[5\],140.24µm
_08438_,139.88µm
net2759,139.78µm
dp.dm.mem\[85\]\[3\],139.58µm
dp.dm.mem\[19\]\[3\],139.5µm
_09315_,139.46µm
net2282,139.27µm
_06738_,139.26µm
net293,139.16µm
net2252,139.06µm
dp.dm.mem\[102\]\[0\],138.95µm
dp.dm.mem\[40\]\[5\],138.895µm
net2405,138.82µm
net601,138.78µm
dp.dm.mem\[63\]\[4\],138.75µm
_08713_,138.7µm
dp.dm.mem\[97\]\[4\],138.64µm
_07793_,138.6µm
dp.dm.mem\[72\]\[1\],138.6µm
net2380,138.52µm
dp.dm.mem\[116\]\[0\],138.47µm
dp.dm.mem\[101\]\[2\],138.34µm
net1179,138.34µm
net2630,138.21µm
net2592,138.12µm
dp.dm.mem\[82\]\[6\],138.065µm
net453,138µm
net2263,137.98µm
_07281_,137.92µm
net1906,137.86µm
dp.dm.mem\[71\]\[6\],137.78µm
_08003_,137.72µm
dp.dm.mem\[54\]\[4\],137.64µm
dp.dm.mem\[20\]\[6\],137.62µm
dp.dm.mem\[21\]\[3\],137.61µm
_07105_,137.6µm
dp.dm.mem\[23\]\[6\],137.5µm
net1768,137.44µm
net2527,137.21µm
net2233,137.13µm
net33,136.95µm
net2432,136.9µm
net807,136.82µm
_07205_,136.81µm
net559,136.77µm
_07304_,136.7µm
net2456,136.6µm
net1988,136.51µm
net1726,136.5µm
dp.dm.mem\[73\]\[5\],136.495µm
dp.dm.mem\[60\]\[0\],136.45µm
dp.dm.mem\[97\]\[0\],136.36µm
net2743,136.22µm
_07258_,136.2µm
net1590,136.2µm
net2358,136.2µm
dp.dm.mem\[25\]\[5\],136.17µm
dp.dm.mem\[72\]\[0\],136.165µm
net1991,136µm
net1164,135.96µm
net2211,135.96µm
net2842,135.86µm
dp.dm.mem\[17\]\[7\],135.82µm
net2040,135.815µm
net2169,135.565µm
_09884_,135.52µm
net1786,135.22µm
net415,135.13µm
dp.dm.mem\[99\]\[2\],135.08µm
net2377,134.78µm
net1993,134.77µm
net2002,134.74µm
_07172_,134.66µm
net2384,134.66µm
dp.dm.mem\[103\]\[0\],134.64µm
dp.dm.mem\[82\]\[3\],134.61µm
dp.dm.mem\[66\]\[5\],134.52µm
dp.dm.mem\[14\]\[4\],134.415µm
net2430,134.36µm
net2022,134.34µm
dp.dm.mem\[108\]\[0\],134.325µm
dp.dm.mem\[67\]\[3\],134.245µm
_09922_,134.14µm
dp.dm.mem\[24\]\[0\],133.97µm
dp.dm.mem\[42\]\[6\],133.895µm
net2492,133.87µm
dp.dm.mem\[9\]\[0\],133.865µm
dp.dm.mem\[92\]\[3\],133.515µm
_07366_,133.48µm
net1764,133.48µm
net2626,133.41µm
dp.dm.mem\[119\]\[0\],133.38µm
dp.dm.mem\[53\]\[0\],133.35µm
_09096_,133.33µm
net2790,133.26µm
dp.dm.mem\[101\]\[3\],133.16µm
_06774_,133.06µm
dp.dm.mem\[31\]\[3\],132.895µm
net2794,132.86µm
net2440,132.84µm
_07136_,132.7µm
net2483,132.68µm
dp.dm.mem\[87\]\[5\],132.67µm
_08183_,132.64µm
_08231_,132.6µm
net2343,132.58µm
net2628,132.52µm
net2300,132.465µm
net1366,132.415µm
net394,132.26µm
net2005,132.215µm
net2326,132.19µm
net178,132.1µm
net1256,132.04µm
_06484_,132µm
dp.dm.mem\[21\]\[0\],131.98µm
dp.dm.mem\[22\]\[4\],131.85µm
dp.dm.mem\[0\]\[0\],131.84µm
dp.dm.mem\[109\]\[7\],131.74µm
net1641,131.72µm
net2797,131.58µm
dp.dm.mem\[100\]\[0\],131.565µm
_07824_,131.52µm
net2495,131.38µm
dp.dm.mem\[60\]\[6\],131.34µm
net2409,131.27µm
dp.dm.mem\[29\]\[3\],131.23µm
dp.dm.mem\[101\]\[5\],131.22µm
net513,131µm
dp.dm.mem\[34\]\[0\],130.82µm
_07062_,130.76µm
dp.dm.mem\[54\]\[7\],130.66µm
net1649,130.58µm
net2027,130.56µm
net2309,130.56µm
dp.dm.mem\[103\]\[6\],130.38µm
net2476,130.38µm
net1746,130.32µm
_08023_,130.16µm
dp.dm.mem\[75\]\[7\],130.15µm
net2753,130.12µm
net1682,130.1µm
net96,130.04µm
net2846,129.94µm
dp.dm.mem\[61\]\[4\],129.935µm
_07067_,129.77µm
net1692,129.66µm
dp.dm.mem\[5\]\[6\],129.61µm
_06768_,129.48µm
_06913_,129.46µm
dp.dm.mem\[113\]\[6\],129.445µm
net848,129.32µm
dp.dm.mem\[20\]\[3\],129.24µm
dp.dm.mem\[122\]\[1\],129.22µm
_07081_,129.165µm
dp.dm.mem\[76\]\[5\],129.16µm
dp.dm.mem\[83\]\[0\],129.08µm
dp.dm.mem\[45\]\[2\],128.915µm
_06579_,128.82µm
net2523,128.82µm
net2467,128.75µm
dp.dm.mem\[26\]\[0\],128.74µm
dp.dm.mem\[70\]\[5\],128.705µm
dp.dm.mem\[114\]\[5\],128.63µm
net2601,128.54µm
_07119_,128.53µm
net2453,128.46µm
dp.dm.mem\[95\]\[0\],128.44µm
_07267_,128.4µm
_07306_,128.4µm
net1406,128.38µm
_06756_,128.22µm
net2442,128.18µm
_09295_,128.17µm
dp.dm.mem\[6\]\[1\],127.96µm
dp.dm.mem\[57\]\[6\],127.72µm
_09910_,127.68µm
_06678_,127.58µm
net1405,127.56µm
net2836,127.54µm
net2546,127.52µm
dp.dm.mem\[4\]\[0\],127.48µm
dp.dm.mem\[110\]\[2\],127.265µm
_08693_,127.18µm
net1814,127.1µm
dp.dm.mem\[19\]\[1\],127.09µm
dp.dm.mem\[19\]\[2\],126.985µm
_07043_,126.96µm
net2450,126.9µm
net2217,126.82µm
net2841,126.695µm
net2839,126.66µm
net2804,126.65µm
net1714,126.59µm
_08556_,126.46µm
net181,126.43µm
dp.dm.mem\[49\]\[4\],126.36µm
net1636,126.36µm
net2253,126.3µm
dp.dm.mem\[46\]\[6\],126.255µm
dp.dm.mem\[67\]\[7\],126.22µm
net2192,126.22µm
dp.dm.mem\[50\]\[3\],126.065µm
dp.dm.mem\[20\]\[2\],126.015µm
clknet_leaf_289_clk,125.96µm
dp.dm.mem\[2\]\[4\],125.945µm
dp.dm.mem\[12\]\[4\],125.78µm
net2307,125.765µm
dp.dm.mem\[17\]\[1\],125.76µm
net2569,125.56µm
_09911_,125.45µm
dp.dm.mem\[45\]\[3\],125.44µm
dp.dm.mem\[70\]\[6\],125.42µm
dp.dm.mem\[18\]\[6\],125.325µm
dp.dm.mem\[5\]\[5\],125.27µm
net2109,125.1µm
clknet_leaf_226_clk,124.98µm
net1702,124.9µm
dp.dm.mem\[39\]\[7\],124.825µm
dp.dm.mem\[44\]\[3\],124.825µm
net1887,124.72µm
_06827_,124.62µm
net2366,124.56µm
dp.dm.mem\[11\]\[0\],124.34µm
net498,124.25µm
net371,124.175µm
net2705,124.13µm
_06796_,124.02µm
net2,123.96µm
net1842,123.94µm
_08201_,123.82µm
dp.dm.mem\[99\]\[3\],123.785µm
net2791,123.765µm
dp.dm.mem\[105\]\[0\],123.755µm
net1772,123.685µm
net2342,123.62µm
dp.dm.mem\[91\]\[4\],123.525µm
dp.dm.mem\[72\]\[2\],123.385µm
dp.dm.mem\[100\]\[1\],123.35µm
dp.dm.mem\[49\]\[0\],123.06µm
dp.dm.mem\[69\]\[7\],122.995µm
net2205,122.82µm
dp.dm.mem\[102\]\[5\],122.81µm
net1644,122.8µm
dp.dm.mem\[6\]\[4\],122.79µm
dp.dm.mem\[115\]\[0\],122.76µm
dp.dm.mem\[50\]\[6\],122.64µm
net1940,122.63µm
_07352_,122.6µm
_06624_,122.56µm
dp.dm.mem\[21\]\[4\],122.5µm
dp.dm.mem\[22\]\[6\],122.33µm
net2200,122.28µm
net369,122.19µm
net102,122.07µm
net1697,122.06µm
_09900_,121.98µm
net1983,121.905µm
net940,121.84µm
net1450,121.81µm
dp.dm.mem\[75\]\[0\],121.79µm
net994,121.76µm
_09844_,121.74µm
net2803,121.41µm
dp.dm.mem\[29\]\[1\],121.28µm
net234,121.26µm
net1623,121.23µm
dp.dm.mem\[36\]\[1\],121.22µm
dp.dm.mem\[29\]\[5\],121.2µm
dp.dm.mem\[97\]\[1\],121.1µm
net242,121.055µm
dp.dm.mem\[6\]\[7\],121.04µm
_07070_,121.02µm
net91,121µm
net2834,120.96µm
net2191,120.91µm
_09617_,120.74µm
dp.dm.mem\[68\]\[4\],120.68µm
_08398_,120.62µm
_06917_,120.59µm
net2047,120.56µm
dp.dm.mem\[11\]\[1\],120.5µm
dp.dm.mem\[0\]\[5\],120.48µm
dp.dm.mem\[126\]\[5\],120.43µm
net2712,120.42µm
_06641_,120.36µm
dp.dm.mem\[21\]\[1\],120.25µm
_06565_,120.08µm
net315,120µm
_09849_,119.85µm
net2805,119.72µm
_09933_,119.71µm
_08828_,119.7µm
net1637,119.69µm
net1099,119.64µm
_09507_,119.52µm
net2792,119.36µm
_07141_,119.3µm
net1799,119.12µm
dp.dm.mem\[18\]\[4\],119.03µm
dp.dm.mem\[82\]\[1\],118.94µm
dp.dm.mem\[48\]\[6\],118.845µm
net1995,118.82µm
dp.dm.mem\[123\]\[5\],118.81µm
net106,118.6µm
dp.dm.mem\[5\]\[1\],118.585µm
dp.dm.mem\[107\]\[1\],118.065µm
net1711,118.02µm
dp.dm.mem\[59\]\[4\],117.94µm
dp.dm.mem\[60\]\[1\],117.92µm
net2643,117.9µm
net2264,117.88µm
net2525,117.86µm
_07657_,117.8µm
net2426,117.7µm
_08871_,117.61µm
dp.dm.mem\[16\]\[6\],117.565µm
dp.dm.mem\[20\]\[4\],117.55µm
net2095,117.5µm
net1705,117.45µm
dp.dm.mem\[105\]\[3\],117.41µm
dp.dm.mem\[113\]\[4\],117.4µm
dp.dm.mem\[108\]\[7\],117.07µm
_08480_,116.96µm
net950,116.705µm
dp.dm.mem\[31\]\[4\],116.57µm
net662,116.54µm
_06512_,116.46µm
net2318,116.42µm
dp.dm.mem\[115\]\[5\],116.26µm
net1659,116.2µm
_06592_,116.05µm
dp.dm.mem\[17\]\[2\],116.04µm
net1055,115.75µm
dp.dm.mem\[27\]\[4\],115.55µm
net2612,115.5µm
net1264,115.45µm
dp.dm.mem\[60\]\[4\],115.44µm
net2075,115.43µm
dp.dm.mem\[113\]\[0\],115.425µm
dp.dm.mem\[103\]\[4\],115.38µm
_06865_,115.36µm
_09186_,115.24µm
net1841,115.21µm
dp.dm.mem\[65\]\[7\],115.06µm
dp.dm.mem\[18\]\[2\],114.84µm
dp.dm.mem\[100\]\[4\],114.795µm
net1680,114.78µm
net1904,114.58µm
net2411,114.58µm
net2424,114.2µm
net2341,114.14µm
dp.dm.mem\[52\]\[7\],113.965µm
net1870,113.96µm
dp.dm.mem\[34\]\[2\],113.925µm
dp.dm.mem\[88\]\[2\],113.84µm
net2356,113.81µm
net1925,113.8µm
_06502_,113.76µm
net2468,113.74µm
_06687_,113.64µm
net194,113.48µm
dp.dm.mem\[82\]\[5\],113.4µm
dp.dm.mem\[4\]\[2\],113.35µm
dp.dm.mem\[63\]\[6\],113.27µm
net1632,113.16µm
dp.dm.mem\[3\]\[0\],113.13µm
dp.dm.mem\[98\]\[4\],113.125µm
dp.dm.mem\[90\]\[5\],113.03µm
net2412,113.03µm
_07935_,112.94µm
dp.dm.mem\[79\]\[5\],112.88µm
dp.dm.mem\[45\]\[1\],112.74µm
net1704,112.72µm
_08227_,112.54µm
dp.dm.mem\[120\]\[4\],112.515µm
dp.dm.mem\[17\]\[4\],112.505µm
net2444,112.17µm
dp.dm.mem\[8\]\[0\],112.065µm
_08397_,111.96µm
net2462,111.95µm
net353,111.86µm
dp.dm.mem\[24\]\[6\],111.825µm
dp.dm.mem\[89\]\[4\],111.73µm
net1916,111.64µm
net2322,111.62µm
dp.dm.mem\[37\]\[2\],111.515µm
dp.dm.mem\[19\]\[4\],111.35µm
dp.dm.mem\[2\]\[2\],111.085µm
dp.dm.mem\[10\]\[2\],111.065µm
net2414,110.9µm
dp.dm.mem\[73\]\[0\],110.705µm
_09965_,110.66µm
net2793,110.6µm
_08129_,110.54µm
net2518,110.54µm
dp.dm.mem\[96\]\[4\],110.53µm
net1683,110.53µm
_08258_,110.41µm
dp.dm.mem\[103\]\[5\],110.36µm
_08636_,110.155µm
dp.dm.mem\[31\]\[5\],110.035µm
dp.dm.mem\[4\]\[1\],109.795µm
_06570_,109.78µm
dp.dm.mem\[70\]\[7\],109.74µm
clknet_leaf_276_clk,109.67µm
net2141,109.52µm
dp.dm.mem\[14\]\[1\],109.48µm
dp.dm.mem\[30\]\[0\],109.48µm
_06994_,109.44µm
_08445_,109.34µm
dp.dm.mem\[83\]\[2\],109.115µm
dp.dm.mem\[107\]\[2\],108.985µm
dp.dm.mem\[25\]\[1\],108.96µm
net1381,108.89µm
net2447,108.81µm
dp.dm.mem\[5\]\[0\],108.805µm
net425,108.78µm
dp.dm.mem\[62\]\[6\],108.68µm
_07757_,108.66µm
dp.dm.mem\[74\]\[4\],108.52µm
net2461,108.42µm
dp.dm.mem\[75\]\[2\],108.2µm
net1667,108.02µm
net2677,107.82µm
net1828,107.74µm
_08478_,107.68µm
net2146,107.58µm
clknet_leaf_159_clk,107.4µm
net2493,107.32µm
_06972_,107.28µm
dp.dm.mem\[81\]\[3\],107.11µm
net1753,107µm
dp.dm.mem\[3\]\[6\],106.905µm
_07256_,106.72µm
_08870_,106.4µm
dp.dm.mem\[90\]\[4\],106.4µm
net2704,106.38µm
dp.dm.mem\[15\]\[6\],106.25µm
dp.dm.mem\[38\]\[2\],106.24µm
net1193,106.24µm
dp.dm.mem\[22\]\[0\],106.095µm
dp.dm.mem\[98\]\[0\],105.84µm
dp.dm.mem\[47\]\[3\],105.82µm
net937,105.78µm
_09351_,105.68µm
net2403,105.67µm
dp.dm.mem\[100\]\[5\],105.44µm
net252,105.42µm
net2512,105.34µm
_09634_,105.32µm
dp.dm.mem\[109\]\[1\],105.035µm
net1086,105µm
net1693,104.92µm
net2362,104.9µm
_07006_,104.82µm
net305,104.74µm
net2661,104.68µm
dp.dm.mem\[61\]\[5\],104.605µm
net1720,104.6µm
_09923_,104.58µm
net2397,104.49µm
dp.dm.mem\[108\]\[3\],104.485µm
net1716,104.28µm
net2659,104.22µm
_06587_,104.12µm
dp.dm.mem\[53\]\[4\],104.12µm
dp.dm.mem\[106\]\[3\],103.955µm
_06628_,103.86µm
_06515_,103.84µm
dp.dm.mem\[4\]\[5\],103.8µm
dp.dm.mem\[73\]\[7\],103.65µm
net2353,103.4µm
_07284_,103.28µm
_07372_,103.2µm
clknet_leaf_214_clk,103.13µm
net2786,103.1µm
dp.dm.mem\[97\]\[3\],103.06µm
_07264_,102.96µm
dp.dm.mem\[74\]\[6\],102.955µm
dp.dm.mem\[92\]\[2\],102.8µm
dp.dm.mem\[55\]\[0\],102.695µm
dp.dm.mem\[1\]\[1\],102.62µm
net2089,102.43µm
net2691,102.28µm
dp.dm.mem\[50\]\[5\],102.085µm
net2407,102.08µm
_09936_,102.03µm
_07769_,102.02µm
_07911_,101.92µm
dp.dm.mem\[123\]\[0\],101.895µm
dp.dm.mem\[83\]\[1\],101.805µm
_10207_,101.78µm
dp.dm.mem\[102\]\[1\],101.72µm
clknet_leaf_111_clk,101.72µm
net2225,101.69µm
net2361,101.68µm
dp.dm.mem\[20\]\[0\],101.655µm
net2837,101.64µm
dp.dm.mem\[86\]\[4\],101.625µm
net2464,101.52µm
dp.dm.mem\[1\]\[5\],101.44µm
net1911,101.3µm
dp.dm.mem\[32\]\[2\],101.24µm
net1739,101.16µm
net1476,101.08µm
_07003_,101µm
_10056_,101µm
_07391_,100.98µm
dp.dm.mem\[19\]\[7\],100.76µm
_06510_,100.62µm
net1850,100.6µm
dp.dm.mem\[48\]\[4\],100.565µm
dp.dm.mem\[49\]\[5\],100.555µm
clknet_leaf_188_clk,100.51µm
dp.dm.mem\[85\]\[4\],100.505µm
_06819_,100.24µm
dp.dm.mem\[75\]\[6\],100.19µm
dp.dm.mem\[38\]\[3\],100.08µm
net2638,100.06µm
dp.dm.mem\[12\]\[0\],100.03µm
_07903_,99.64µm
net2097,99.54µm
net2364,99.5µm
clknet_leaf_155_clk,99.48µm
_06933_,99.43µm
dp.dm.mem\[83\]\[4\],99.41µm
net2767,99.36µm
net2383,99.34µm
net2363,99.18µm
_10044_,99.14µm
dp.dm.mem\[6\]\[0\],99.04µm
dp.dm.mem\[59\]\[0\],99.02µm
_07782_,98.88µm
net2466,98.88µm
net2597,98.84µm
_09984_,98.78µm
dp.dm.mem\[60\]\[3\],98.605µm
dp.dm.mem\[110\]\[0\],98.46µm
clknet_leaf_22_clk,98.29µm
_08386_,98.2µm
net2446,98.17µm
dp.dm.mem\[92\]\[5\],98.13µm
dp.dm.mem\[76\]\[4\],98.04µm
net2850,98.04µm
_08235_,97.98µm
net2670,97.8µm
_08260_,97.78µm
dp.dm.mem\[13\]\[0\],97.77µm
_06905_,97.74µm
net2418,97.7µm
net628,97.65µm
dp.dm.mem\[61\]\[1\],97.565µm
net2840,97.49µm
dp.dm.mem\[67\]\[1\],97.47µm
net2400,97.44µm
dp.dm.mem\[71\]\[0\],97.395µm
_09330_,97.37µm
_08175_,97.36µm
net2609,97.36µm
_08712_,97.34µm
dp.dm.mem\[46\]\[3\],97.185µm
dp.dm.mem\[110\]\[3\],97.065µm
net2452,96.88µm
dp.dm.mem\[62\]\[5\],96.78µm
net1696,96.76µm
_09988_,96.52µm
net2768,96.44µm
net2781,96.43µm
net1136,96.41µm
net1628,96.4µm
net2707,96.26µm
dp.dm.mem\[23\]\[1\],96.245µm
_06891_,96.08µm
_08228_,95.68µm
dp.dm.mem\[28\]\[1\],95.53µm
_07138_,95.24µm
net2333,95.16µm
dp.dm.mem\[16\]\[1\],95µm
dp.dm.mem\[28\]\[5\],94.92µm
net2646,94.63µm
dp.dm.mem\[47\]\[6\],94.515µm
net2001,94.34µm
net1165,94.3µm
dp.dm.mem\[21\]\[6\],94.25µm
_06492_,93.9µm
dp.dm.mem\[6\]\[6\],93.81µm
net638,93.72µm
net416,93.54µm
net2678,93.44µm
clknet_leaf_222_clk,93.395µm
net1935,93.3µm
net980,93.23µm
dp.dm.mem\[20\]\[1\],93.225µm
dp.dm.mem\[67\]\[2\],93.22µm
net2806,93.06µm
dp.dm.mem\[22\]\[5\],92.85µm
net1924,92.84µm
net2503,92.55µm
_08396_,92.52µm
net2694,92.48µm
dp.dm.mem\[9\]\[1\],92.41µm
net24,92.36µm
dp.dm.mem\[106\]\[2\],92.345µm
net2386,92.34µm
dp.dm.mem\[109\]\[6\],92.27µm
net2344,92.18µm
net2675,92.145µm
_06617_,92.14µm
net2858,92.14µm
_08288_,92.08µm
_09930_,92.08µm
net819,92.04µm
dp.dm.mem\[117\]\[0\],91.975µm
net2206,91.92µm
net2697,91.88µm
net2031,91.83µm
dp.dm.mem\[2\]\[1\],91.76µm
dp.dm.mem\[26\]\[4\],91.5µm
dp.dm.mem\[60\]\[5\],91.29µm
clknet_leaf_158_clk,91.24µm
net780,91.23µm
dp.dm.mem\[73\]\[1\],91.21µm
_09511_,91.2µm
_07132_,91.18µm
dp.dm.mem\[95\]\[3\],91.125µm
_09308_,91.06µm
_07331_,90.92µm
net2521,90.88µm
dp.dm.mem\[41\]\[3\],90.77µm
_08361_,90.72µm
net2734,90.64µm
dp.dm.mem\[1\]\[0\],90.61µm
net264,90.4µm
dp.dm.mem\[3\]\[1\],90.39µm
dp.dm.mem\[93\]\[3\],90.165µm
net1619,90.06µm
_09675_,90.02µm
dp.dm.mem\[31\]\[6\],89.92µm
dp.dm.mem\[112\]\[5\],89.815µm
_10060_,89.72µm
clknet_leaf_172_clk,89.64µm
dp.dm.mem\[4\]\[4\],89.625µm
clknet_leaf_53_clk,89.48µm
net1666,89.39µm
net2702,89.3µm
net2445,89.26µm
dp.dm.mem\[65\]\[6\],89.09µm
_06735_,88.98µm
_06973_,88.9µm
net2465,88.78µm
dp.dm.mem\[68\]\[2\],88.75µm
_08212_,88.74µm
net1551,88.65µm
_07053_,88.62µm
clknet_leaf_153_clk,88.6µm
_09836_,88.52µm
clknet_leaf_215_clk,88.5µm
net2663,88.34µm
_07318_,88.28µm
_08215_,88.26µm
net2529,88.26µm
_08111_,88.18µm
_08263_,88.1µm
dp.dm.mem\[58\]\[0\],88.06µm
clknet_leaf_13_clk,87.96µm
clknet_leaf_184_clk,87.94µm
_10017_,87.86µm
_08238_,87.8µm
clknet_leaf_69_clk,87.59µm
dp.dm.mem\[69\]\[4\],87.555µm
net2448,87.47µm
dp.dm.mem\[114\]\[3\],87.38µm
net1565,87.32µm
clknet_leaf_11_clk,87.3µm
dp.dm.mem\[112\]\[0\],87.28µm
clknet_leaf_288_clk,87.1µm
dp.dm.mem\[2\]\[6\],87.095µm
dp.dm.mem\[96\]\[1\],87.08µm
dp.dm.mem\[108\]\[6\],87.025µm
_07928_,86.69µm
dp.dm.mem\[29\]\[2\],86.62µm
_06584_,86.3µm
_09959_,86.28µm
net665,86.065µm
net2398,86.06µm
net2256,85.72µm
_08380_,85.64µm
clknet_leaf_195_clk,85.5µm
_06722_,85.48µm
dp.dm.mem\[79\]\[4\],85.455µm
net2724,85.36µm
dp.dm.mem\[47\]\[0\],85.355µm
dp.dm.mem\[74\]\[2\],85.35µm
clknet_leaf_102_clk,85.34µm
clknet_leaf_142_clk,85.34µm
dp.dm.mem\[71\]\[5\],85.31µm
_08348_,85.15µm
_07596_,85.08µm
net61,84.97µm
dp.dm.mem\[18\]\[3\],84.945µm
net336,84.85µm
clknet_leaf_12_clk,84.8µm
_07213_,84.72µm
net1801,84.42µm
_07210_,84.24µm
_08600_,84.18µm
net2463,84.16µm
clknet_leaf_44_clk,84.04µm
dp.dm.mem\[104\]\[0\],83.96µm
clknet_leaf_54_clk,83.93µm
_08285_,83.92µm
